hn,date_of_submission,species,submitted_sample,submitted_sample_category,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_azithromycin,ans_cefalexin,ans_cefazolin,ans_cefovecin,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fluconazole,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_minocycline,ans_nitrofurantoin,ans_pradofloxacin,ans_rifampicin,ans_trimethoprim/sulfamethoxazole,ans_vancomycin,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_benzylpenicillin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefoxitin screen,S/I/R_cefpodoxime,S/I/R_chloramphenicol,S/I/R_clindamycin,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_erythromycin,S/I/R_florfenicol,S/I/R_fusidic acid,S/I/R_gentamicin,S/I/R_inducible clindamycin resistance,S/I/R_marbofloxacin,S/I/R_minocycline,S/I/R_mupirocin,S/I/R_nitrofurantoin,S/I/R_oxacillin,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_trimethoprim/sulfamethoxazole,S/I/R_vancomycin,id
6001012,2017-10-02,dog,pus,skin,GP,staphylococcus,2017-10-04,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,R,-,R,R,S,,R,R,,S,R,-,R,,R,S,R,,S,R,R,S,4113
6314975,2020-12-17,dog,crust from skin,skin,GP,staphylococcus,2020-12-22,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,-,S,S,R,R,R,R,S,,S,+,R,I,,S,S,R,,,R,,6352
6104385,2018-06-10,cat,urine,urinary tract,GP,enterococcus,2018-06-14,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,,R,R,,,,,R,,,S,,,,R,,S,4776
5702002,2017-02-06,cat,urine,urinary tract,GP,staphylococcus,2017-02-14,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,S,S,S,,S,S,S,S,3872
6107058,2018-10-21,cat,pleural effusion,pleural effusion,GP,enterococcus,2018-11-08,train,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5032
6108855,2018-06-17,dog,bite wound,wound,GP,staphylococcus,2018-06-21,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,S,S,,S,S,-,S,,S,S,S,,S,R,S,S,4795
5919182,2019-04-29,cat,ear exudate,ear,GP,staphylococcus,2019-05-02,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,+,S,S,R,,R,R,,S,R,-,R,,S,S,R,,S,R,R,S,5245
5912504,2016-08-08,dog,pus,skin,GP,staphylococcus,2016-08-15,train,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,I,-,R,,S,S,S,,S,R,R,S,3609
6313983,2021-01-21,dog,abscess,abscess,GP,enterococcus,2021-01-27,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,R,,,,,S,,R,R,R,S,,,,R,,,I,,,,,,,6338
6012239,2018-02-27,cat,pus,skin,GP,enterococcus,2018-03-07,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,,R,,,R,R,,R,R,,,,,R,,,S,,,,R,R,S,4614
6108237,2018-09-09,dog,skin swab,skin,GP,staphylococcus,2018-09-13,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,,S,-,,S,R,,R,R,,S,S,-,R,,S,S,R,,S,R,S,S,4934
6306893,2020-07-23,dog,pus,skin,GP,staphylococcus,2020-07-29,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,S,S,-,S,S,S,R,S,S,S,,S,-,S,R,,S,S,S,,,S,,6215
6110594,2018-07-23,dog,bite wound,wound,GP,staphylococcus,2018-07-31,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,S,R,+,R,R,R,,R,R,,S,R,-,R,,S,S,R,,S,R,S,S,4854
6302363,2020-02-22,cat,urine,urinary tract,GP,bacillus,2020-02-27,train,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,S,R,R,,I,+,,I,R,S,S,R,,,S,-,S,S,,S,R,S,,,S,,5884
6304672,2020-04-26,dog,pododermatitis,skin,GP,enterococcus,2020-05-05,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,I,S,R,S,,,,S,R,,S,,,,,,,5968
Exvetlab (A71),2020-10-19,dog,pus,skin,GP,staphylococcus,2020-10-22,train,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,R,S,R,,R,-,,S,R,S,R,R,S,,R,+,R,S,,S,R,R,,,S,,6445
6109979,2018-07-10,cat,exudate,exudate,GP,staphylococcus,2018-07-16,train,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,S,,S,-,,S,S,,S,S,,S,S,-,S,,S,S,S,,S,S,S,S,4843
5914906,2017-01-31,cat,wound,wound,GP,staphylococcus,2017-02-07,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,R,-,R,,,S,R,,S,R,S,S,4042
5900137,2018-11-13,dog,ear exudate,ear,GP,staphylococcus,2018-11-16,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,R,+,R,,S,S,S,,S,R,R,S,5024
6307251,2020-06-23,dog,wound,wound,GP,enterococcus,2020-06-26,train,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,S,,,,,S,,S,I,I,S,,,,R,S,,S,,,,,,,6543
5910988,2016-08-05,dog,urine,urinary tract,GP,staphylococcus,2016-08-04,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,S,-,S,S,S,,R,S,,S,I,-,R,,,S,R,,S,R,R,S,3589
6313662,2020-11-11,dog,opened wound,wound,GP,staphylococcus,2020-11-17,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,S,-,S,S,S,R,R,S,S,,I,-,R,R,,S,S,I,,,R,,6329
5616520,2018-05-28,dog,ear bulla,ear,GP,staphylococcus,2018-06-04,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,,S,-,,S,R,,R,R,,S,R,-,R,,R,S,R,,S,R,R,S,4756
5809195,2017-12-06,dog,urinary,urinary tract,GP,staphylococcus,2017-12-12,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,S,S,-,S,R,R,,R,R,,S,R,-,R,,S,S,S,,S,R,R,S,3933
6001186,2017-10-05,dog,folliculitis,folliculitis,GP,staphylococcus,2017-10-11,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,I,-,I,S,S,,R,S,,S,I,-,R,,S,S,R,,S,R,R,S,4114
6000106,2020-02-26,cat,urine,urinary tract,GP,corynebacterium,2020-03-03,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5891
6213982,2021-01-29,cat,wound,wound,GP,paenbacillus,2021-02-03,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,6166
5900994,2019-02-14,cat,wound,wound,GP,kocuria,2019-02-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5214
6009787,2017-07-05,cat,exudate,exudate,GP,leuconostoc,2017-07-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,4273
6006095,2020-09-30,dog,hock jt wound,wound,GP,staphylococcus,2020-10-05,train,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,R,+,R,S,S,R,R,S,S,,I,-,R,R,,S,R,R,,,R,,6089
5519743,2017-02-16,dog,pus,skin,GP,staphylococcus,2017-02-23,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,R,-,S,R,R,,R,R,,S,I,-,R,,S,S,R,,S,R,R,S,3833
5904191,2018-05-11,dog,pyoderma,skin,GP,staphylococcus,2018-05-18,train,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,,S,-,,S,S,,R,S,,S,S,-,R,,S,S,S,,S,S,S,S,4705
6310189,2020-08-31,dog,papule,skin,GP,staphylococcus,2020-09-08,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,R,R,S,S,,S,-,R,S,,S,R,I,,,S,,6267
6207993,2021-03-22,dog,urine,urinary tract,GP,staphylococcus,2021-03-29,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,S,,R,,R,,,S,S,R,R,S,S,,R,-,R,,,S,R,R,,,S,,6155
6000365,2017-02-23,dog,ub mucosa,urinary tract,GP,micrococcus,2017-03-02,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,4091
6018185,2017-12-06,cat,bite wound,wound,GP,enterococcus,2017-12-18,train,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,,R,,,S,R,,I,I,,,,,R,,,S,,,,S,R,S,4453
5808358,2020-02-13,dog,ear exudate,ear,GP,staphylococcus,2020-02-19,train,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,R,S,R,,S,-,,S,R,S,I,R,S,,R,-,R,S,,S,R,I,,,S,,5870
5904550,2017-05-16,dog,urine,urinary tract,GP,staphylococcus,2017-05-23,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,R,R,I,R,-,I,R,R,,R,R,,S,R,-,R,,S,S,R,,S,R,S,S,3979
5901179,2016-10-12,dog,surgical site,surgical site,GP,staphylococcus,2016-10-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,R,-,I,R,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3541
5908340,2016-12-12,dog,exudate,exudate,GP,staphylococcus,2016-12-15,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3572
6113728,2018-09-23,dog,skin,skin,GP,staphylococcus,2018-09-27,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,S,S,-,S,S,S,,S,S,,S,S,-,S,,S,S,S,,S,S,S,S,4955
เธฃเธเธช.เน€เธเธฃเธดเธเธชเธธเธ (Winnie),2019-09-13,dog,x Swab splenic,extremely rare,GP,staphylococcus,2019-09-18,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,R,R,,R,+,,S,S,,R,R,,R,R,-,R,,R,S,R,,S,R,R,S,5769
5909831,2016-06-21,cat,abscess,abscess,GP,gardnerella,2016-06-26,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,,S,S,-,S,S,S,,I,S,,S,S,-,S,,,R,,,S,S,S,S,3766
5510560,2019-06-07,dog,urine,urinary tract,GP,staphylococcus,2019-06-13,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,S,R,,S,-,,S,S,,R,S,,S,S,-,R,,S,S,R,,S,R,S,S,5148
เธฃเธเธช.เน€เธเธฃเธดเธเธชเธธเธ (เธฅเธฒเธเนเธฒ),2020-06-01,cat,urine,urinary tract,GP,staphylococcus,2020-06-12,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,-,,S,S,S,S,R,S,,S,-,S,S,,S,S,S,,,S,,6547
